pre.send,main.matrix,total
0.00824939,0.0862141,0.0944635
0.00766176,0.0851114,0.0927731
0.00773999,0.0892391,0.0969791
0.00816618,0.0854331,0.0935992
0.00761895,0.0882721,0.095891
0.00767976,0.0878507,0.0955304
0.00831865,0.0888326,0.0971513
0.00758586,0.0868748,0.0944606
0.00760287,0.087026,0.0946288
0.00766622,0.0880887,0.0957549
