#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.40,2.51
2,1000,0.41,4.94
4,1000,0.40,9.96
8,1000,0.40,19.92
16,1000,0.41,38.74
32,1000,0.56,57.04
64,1000,0.56,114.21
128,1000,0.89,143.37
256,1000,0.93,274.44
512,1000,1.15,445.12
1024,1000,1.34,764.48
2048,1000,2.11,971.33
4096,1000,3.01,1359.87
8192,1000,4.79,1710.78
16384,1000,7.28,2251.17
32768,1000,12.80,2560.66
65536,640,23.59,2778.51
131072,320,42.13,3111.38
262144,160,14.68,17856.80
524288,80,26.26,19962.32
1048576,40,57.43,18258.67
2097152,20,136.83,15326.77
4194304,10,302.11,13883.42
8388608,5,617.10,13593.61
16777216,2,1943.77,8631.28
33554432,1,5535.03,6062.20
67108864,1,11821.91,5676.65
134217728,1,23765.54,5647.58
268435456,1,47364.24,5667.47
