#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.40,2.51
2,1000,0.40,4.99
4,1000,0.40,9.94
8,1000,0.40,20.05
16,1000,0.40,40.35
32,1000,0.56,56.64
64,1000,0.56,114.74
128,1000,0.89,144.28
256,1000,0.95,268.80
512,1000,1.17,437.44
1024,1000,1.37,746.94
2048,1000,2.09,978.71
4096,1000,3.02,1357.19
8192,1000,4.83,1695.93
16384,1000,7.31,2242.29
32768,1000,12.87,2545.53
65536,640,23.41,2799.89
131072,320,43.48,3014.42
262144,160,13.22,19835.09
524288,80,23.02,22779.06
1048576,40,53.67,19538.85
2097152,20,138.26,15168.22
4194304,10,295.32,14202.59
8388608,5,628.23,13352.80
16777216,2,1958.22,8567.59
33554432,1,5828.67,5756.79
67108864,1,11899.68,5639.55
134217728,1,23837.06,5630.63
268435456,1,47419.92,5660.82
