#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.48
2,1000,0.40,5.01
4,1000,0.40,10.08
8,1000,0.40,20.01
16,1000,0.40,40.16
32,1000,0.56,56.96
64,1000,0.55,117.18
128,1000,0.90,142.23
256,1000,0.94,273.06
512,1000,1.12,459.14
1024,1000,1.33,770.00
2048,1000,2.10,977.14
4096,1000,3.01,1360.71
8192,1000,4.79,1711.33
16384,1000,7.30,2244.42
32768,1000,12.81,2558.26
65536,640,23.51,2787.65
131072,320,42.92,3053.77
262144,160,13.94,18799.96
524288,80,26.18,20029.25
1048576,40,59.38,17658.38
2097152,20,150.22,13960.39
4194304,10,295.17,14209.66
8388608,5,625.99,13400.49
16777216,2,1945.97,8621.53
33554432,1,5433.84,6175.09
67108864,1,11766.10,5703.58
134217728,1,23788.89,5642.04
268435456,1,48158.76,5573.97
