pre.send,main.matrix,remain.matrix,total.comput,total
0.00822921,0.209328,0.0116213,0.220949,0.229179
0.00811041,0.192717,0.0114708,0.204188,0.212298
0.0081301,0.194767,0.011514,0.206281,0.214411
0.00765983,0.195055,0.0110598,0.206115,0.213775
0.00813313,0.194672,0.0115404,0.206212,0.214345
0.00812246,0.193942,0.0114921,0.205434,0.213557
0.00758835,0.195193,0.0109979,0.206191,0.213779
0.00817147,0.194787,0.0115664,0.206353,0.214525
0.0075964,0.192749,0.0109875,0.203737,0.211333
0.00813469,0.194962,0.0115429,0.206505,0.21464
