numproc,exec-time,init-time
60,9.99331e-05,1e-07
60,0.00010123,1.55e-07
60,9.86148e-05,1.4e-07
60,0.00010447,1.27e-07
60,0.000102101,2.27e-07
60,9.98742e-05,1.79e-07
60,0.00010043,1.45e-07
60,0.000113916,1.51e-07
60,0.000100355,1.49e-07
60,0.000100967,1.72e-07
