pre.send,main.matrix,remain.matrix,total.comput,total
0.00813265,0.197827,0.0156573,0.213484,0.221617
0.00813716,0.197632,0.0156735,0.213306,0.221443
0.00813459,0.197656,0.0156523,0.213308,0.221443
0.00820883,0.200624,0.0158242,0.216448,0.224657
0.0075681,0.198653,0.0150917,0.213744,0.221312
0.0075325,0.197914,0.0150843,0.212998,0.220531
0.00816981,0.198843,0.0157073,0.21455,0.22272
0.00751527,0.197508,0.0149969,0.212505,0.22002
0.00823059,0.204475,0.0157718,0.220247,0.228478
0.00818916,0.199601,0.015751,0.215352,0.223541
