#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.50
2,1000,0.39,5.11
4,1000,0.39,10.17
8,1000,0.40,20.01
16,1000,0.39,40.72
32,1000,0.56,57.11
64,1000,0.57,113.21
128,1000,0.87,147.17
256,1000,0.93,274.52
512,1000,1.12,458.08
1024,1000,1.32,777.16
2048,1000,2.10,976.40
4096,1000,3.00,1364.76
8192,1000,4.79,1710.03
16384,1000,7.17,2285.78
32768,1000,12.90,2539.56
65536,640,22.90,2861.64
131072,320,40.60,3228.59
262144,160,13.67,19172.29
524288,80,24.70,21226.85
1048576,40,57.09,18365.58
2097152,20,137.62,15238.88
4194304,10,295.55,14191.30
8388608,5,599.48,13993.25
16777216,2,1862.76,9006.63
33554432,1,5646.90,5942.10
67108864,1,11844.93,5665.62
134217728,1,23696.86,5663.94
268435456,1,47309.97,5673.97
