#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.41,2.46
2,1000,0.42,4.81
4,1000,0.40,10.04
8,1000,0.40,20.03
16,1000,0.40,40.13
32,1000,0.56,56.69
64,1000,0.56,115.30
128,1000,0.86,148.84
256,1000,0.92,279.22
512,1000,1.09,467.66
1024,1000,1.31,782.26
2048,1000,2.08,983.11
4096,1000,2.99,1369.17
8192,1000,4.71,1737.64
16384,1000,7.06,2320.43
32768,1000,12.48,2625.34
65536,640,22.52,2910.49
131072,320,41.48,3159.56
262144,160,14.54,18030.28
524288,80,25.83,20297.92
1048576,40,56.47,18567.53
2097152,20,136.49,15365.35
4194304,10,293.25,14302.88
8388608,5,613.24,13679.10
16777216,2,1935.47,8668.31
33554432,1,5535.43,6061.76
67108864,1,11813.67,5680.61
134217728,1,23726.69,5656.82
268435456,1,47339.74,5670.40
