#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.39,0.00
1,1000,0.40,2.51
2,1000,0.39,5.07
4,1000,0.39,10.23
8,1000,0.40,20.23
16,1000,0.39,40.60
32,1000,0.56,57.66
64,1000,0.56,113.91
128,1000,0.88,145.43
256,1000,0.94,272.54
512,1000,1.15,446.14
1024,1000,1.31,780.59
2048,1000,2.08,982.68
4096,1000,2.98,1376.03
8192,1000,4.77,1716.68
16384,1000,7.49,2188.75
32768,1000,13.20,2483.16
65536,640,24.11,2717.87
131072,320,44.09,2972.63
262144,160,13.91,18849.21
524288,80,24.98,20986.64
1048576,40,56.22,18650.61
2097152,20,138.71,15118.99
4194304,10,297.83,14082.90
8388608,5,622.59,13473.80
16777216,2,1938.28,8655.74
33554432,1,5509.64,6090.14
67108864,1,11821.12,5677.03
134217728,1,23776.26,5645.03
268435456,1,47363.34,5667.58
