#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.41,2.41
2,1000,0.40,5.06
4,1000,0.40,10.04
8,1000,0.41,19.66
16,1000,0.40,40.31
32,1000,0.55,57.79
64,1000,0.55,116.44
128,1000,0.89,143.78
256,1000,0.92,279.51
512,1000,1.14,448.35
1024,1000,1.37,750.00
2048,1000,2.09,978.67
4096,1000,3.05,1344.63
8192,1000,4.88,1677.81
16384,1000,7.77,2108.11
32768,1000,13.57,2414.39
65536,640,24.23,2704.72
131072,320,44.07,2974.25
262144,160,15.22,17227.44
524288,80,27.59,19005.26
1048576,40,62.07,16892.74
2097152,20,145.06,14456.93
4194304,10,298.54,14049.57
8388608,5,617.50,13584.77
16777216,2,1909.85,8784.58
33554432,1,5530.84,6066.78
67108864,1,11875.02,5651.26
134217728,1,23732.58,5655.42
268435456,1,47436.37,5658.85
