#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.40,2.53
2,1000,0.41,4.93
4,1000,0.40,10.03
8,1000,0.40,19.89
16,1000,0.41,39.17
32,1000,0.56,56.83
64,1000,0.56,113.83
128,1000,0.88,144.76
256,1000,0.93,276.02
512,1000,1.12,456.55
1024,1000,1.31,781.28
2048,1000,2.10,973.16
4096,1000,3.00,1363.69
8192,1000,4.77,1717.80
16384,1000,7.29,2246.83
32768,1000,12.79,2561.16
65536,640,23.38,2802.79
131072,320,43.42,3018.81
262144,160,13.68,19164.62
524288,80,24.69,21235.34
1048576,40,55.13,19020.47
2097152,20,136.15,15403.37
4194304,10,295.24,14206.44
8388608,5,618.47,13563.57
16777216,2,1940.93,8643.89
33554432,1,5552.56,6043.06
67108864,1,11882.12,5647.89
134217728,1,24087.36,5572.12
268435456,1,47379.64,5665.63
