#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.47
2,1000,0.40,4.97
4,1000,0.40,10.03
8,1000,0.41,19.64
16,1000,0.41,39.03
32,1000,0.56,57.46
64,1000,0.56,114.85
128,1000,0.83,154.55
256,1000,0.89,286.09
512,1000,1.08,474.38
1024,1000,1.30,785.84
2048,1000,2.08,986.00
4096,1000,2.97,1377.88
8192,1000,4.73,1733.69
16384,1000,7.05,2323.68
32768,1000,12.61,2598.19
65536,640,22.85,2867.58
131072,320,41.91,3127.15
262144,160,13.13,19957.82
524288,80,23.28,22522.60
1048576,40,53.72,19518.87
2097152,20,136.46,15368.53
4194304,10,299.06,14024.97
8388608,5,620.38,13521.83
16777216,2,1878.39,8931.72
33554432,1,5477.46,6125.92
67108864,1,11836.13,5669.83
134217728,1,23721.93,5657.96
268435456,1,47287.55,5676.66
