#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.42,0.00
1,1000,16.44,0.06
2,1000,16.47,0.12
4,1000,16.47,0.24
8,1000,16.45,0.49
16,1000,16.46,0.97
32,1000,16.53,1.94
64,1000,16.61,3.85
128,1000,17.27,7.41
256,1000,17.33,14.77
512,1000,17.68,28.96
1024,1000,18.19,56.30
2048,1000,39.74,51.54
4096,1000,40.12,102.10
8192,1000,41.42,197.77
16384,1000,43.46,376.97
32768,1000,53.68,610.41
65536,640,62.59,1047.04
131072,320,114.07,1149.10
262144,160,149.46,1753.92
524288,80,225.13,2328.84
1048576,40,347.69,3015.86
2097152,20,651.50,3218.95
4194304,10,1306.59,3210.12
8388608,5,2819.42,2975.30
16777216,2,5686.80,2950.20
33554432,1,11400.50,2943.24
67108864,1,22787.34,2945.01
134217728,1,45078.20,2977.44
268435456,1,86812.55,3092.13
