pre.send,main.matrix,remain.matrix,total.comput,total
0.00773775,0.25417,0.028881,0.283051,0.290789
0.00786751,0.257334,0.0292624,0.286596,0.294463
0.00778124,0.253476,0.0288776,0.282354,0.290135
0.00777917,0.254297,0.0288858,0.283183,0.290962
0.00780411,0.255578,0.0290674,0.284646,0.29245
0.00778385,0.258561,0.0291872,0.287748,0.295532
0.00734869,0.258221,0.0288309,0.287052,0.2944
0.00784574,0.253773,0.0290742,0.282847,0.290693
0.00785224,0.256368,0.0291328,0.285501,0.293353
0.00791313,0.260829,0.0293645,0.290194,0.298107
