pre.send,main.matrix,remain.matrix,total.comput,total
0.00797012,0.196434,0.0154186,0.211852,0.219822
0.00786288,0.197092,0.0153077,0.212399,0.220262
0.00837624,0.198406,0.0160176,0.214423,0.2228
0.00792296,0.19942,0.0155468,0.214967,0.22289
0.0072403,0.196694,0.0147244,0.211418,0.218658
0.00778939,0.197115,0.0154106,0.212525,0.220315
0.00721646,0.199021,0.0147121,0.213733,0.220949
0.00783585,0.203757,0.0152861,0.219043,0.226879
0.00796892,0.20005,0.0155075,0.215557,0.223526
0.00788636,0.197685,0.0153646,0.21305,0.220936
