pre.send,main.matrix,remain.matrix,total.comput,total
0.00770531,0.27265,0.00770562,0.280356,0.288061
0.00768417,0.275019,0.00768447,0.282703,0.290387
0.00764381,0.273198,0.00764421,0.280842,0.288486
0.00830774,0.273645,0.00830804,0.281953,0.29026
0.0077055,0.273725,0.00770587,0.281431,0.289137
0.00824553,0.274572,0.00824582,0.282818,0.291064
0.00762094,0.279657,0.00762123,0.287278,0.294899
0.00822727,0.273886,0.00822779,0.282113,0.290341
0.00777658,0.276619,0.00777731,0.284396,0.292173
0.00835411,0.276395,0.00835442,0.284749,0.293103
