numproc,exec-time,init-time
3,3.1724e-06,1.57e-07
3,2.85283e-06,1.46e-07
3,2.76361e-06,1.54e-07
3,2.81253e-06,1.02e-07
3,2.83597e-06,1.5e-07
3,2.69014e-06,1.28e-07
3,2.82511e-06,1.67e-07
3,2.81028e-06,1.15e-07
3,2.71398e-06,1.39e-07
3,2.76671e-06,7.1e-08
