NDIM,tree_dimension,power,axis,time_select,time_kdtree,theoretic_time_kdtree,ratio_real_theoretic
3,3,2,0,4e-08,4e-06,1.33333e-08,300
3,3,2,1,0,0,1.33333e-08,0
3,3,2,2,0,0,1.33333e-08,0
3,7,3,0,0,0,2.66667e-08,0
3,7,3,1,0,0,2.66667e-08,0
3,7,3,2,0,0,2.66667e-08,0
3,15,4,0,3e-08,1e-06,6.33333e-08,15.7895
3,15,4,1,1e-08,1e-06,6.66667e-08,15
3,15,4,2,0,1e-06,6.66667e-08,15
3,31,5,0,9.9e-07,5e-06,4.63333e-07,10.7914
3,31,5,1,1.04e-06,5e-06,8.1e-07,6.17284
3,31,5,2,9.4e-07,5e-06,1.12333e-06,4.45104
3,63,6,0,3.23e-06,1.4e-05,3.32333e-06,4.21264
3,63,6,1,3.01e-06,1.1e-05,4.32667e-06,2.54237
3,63,6,2,3.13e-06,1.1e-05,5.37e-06,2.04842
3,127,7,0,7.34e-06,3.6e-05,1.31867e-05,2.73003
3,127,7,1,7.09e-06,3.9e-05,1.555e-05,2.50804
3,127,7,2,7.3e-06,3.3e-05,1.79833e-05,1.83503
3,255,8,0,1.564e-05,8.6e-05,4.118e-05,2.08839
3,255,8,1,1.59e-05,8.2e-05,4.648e-05,1.7642
3,255,8,2,1.617e-05,8.4e-05,5.187e-05,1.61943
3,511,9,0,3.323e-05,0.000215,0.000114817,1.87255
3,511,9,1,3.406e-05,0.000205,0.00012617,1.62479
3,511,9,2,3.385e-05,0.000202,0.000137453,1.46959
3,1023,10,0,6.941e-05,0.000466,0.000298043,1.56353
3,1023,10,1,6.768e-05,0.000487,0.000320603,1.51901
3,1023,10,2,6.823e-05,0.000488,0.000343347,1.4213
3,2047,11,0,0.000138,0.001091,0.000732693,1.48903
3,2047,11,1,0.0001387,0.001127,0.000778927,1.44686
3,2047,11,2,0.00013882,0.001098,0.0008252,1.33059
3,4095,12,0,0.00028022,0.002455,0.00174381,1.40784
3,4095,12,1,0.00028126,0.002502,0.00183756,1.36159
3,4095,12,2,0.00027691,0.002484,0.00192986,1.28714
3,8191,13,0,0.00055955,0.005479,0.00404624,1.3541
3,8191,13,1,0.00056045,0.005549,0.00423306,1.31087
3,8191,13,2,0.00056148,0.005563,0.00442022,1.25853
3,16383,14,0,0.00112059,0.012176,0.00921397,1.32147
3,16383,14,1,0.00111904,0.012181,0.00958698,1.27058
3,16383,14,2,0.0011117,0.012155,0.00995755,1.22068
3,32767,15,0,0.00224295,0.026546,0.0206628,1.28473
3,32767,15,1,0.00224463,0.026479,0.021411,1.2367
3,32767,15,2,0.00225623,0.026493,0.022163,1.19537
3,65535,16,0,0.00452286,0.057636,0.0458337,1.2575
3,65535,16,1,0.00449101,0.057509,0.0473307,1.21505
3,65535,16,2,0.00450678,0.057458,0.048833,1.17662
3,131071,17,0,0.00902887,0.123961,0.100676,1.23129
3,131071,17,1,0.00899236,0.123946,0.103673,1.19555
3,131071,17,2,0.00897519,0.12316,0.106665,1.15465
3,262143,18,0,0.0181074,0.267818,0.219365,1.22088
3,262143,18,1,0.0181149,0.266999,0.225404,1.18454
3,262143,18,2,0.0180308,0.265448,0.231414,1.14707
3,524287,19,0,0.0366101,0.568991,0.475031,1.1978
3,524287,19,1,0.0365333,0.569165,0.487209,1.16822
3,524287,19,2,0.0364937,0.56985,0.499373,1.14113
3,1048575,20,0,0.07523,1.21477,1.02382,1.18651
3,1048575,20,1,0.0750911,1.21517,1.04885,1.15857
3,1048575,20,2,0.0750483,1.2145,1.07387,1.13096
3,2097151,21,0,0.152387,2.58329,2.19854,1.175
3,2097151,21,1,0.152261,2.58151,2.24929,1.1477
3,2097151,21,2,0.151881,2.57842,2.29992,1.12109
3,4194303,22,0,0.307298,5.46032,4.70226,1.16121
3,4194303,22,1,0.307635,5.46396,4.80481,1.13719
3,4194303,22,2,0.306615,5.4614,4.90702,1.11298
3,8388607,23,0,0.645368,11.5709,10.0292,1.15373
3,8388607,23,1,0.644023,11.5812,10.2438,1.13055
3,8388607,23,2,0.64432,11.5722,10.4586,1.10647
3,16777215,24,0,1.30261,24.4501,21.3514,1.14513
3,16777215,24,1,1.30254,24.4336,21.7856,1.12155
3,16777215,24,2,1.30007,24.4612,22.2189,1.10092
