NDIM,tree_dimension,power,axis,time_select,time_kdtree,theoretic_time_kdtree,ratio_real_theoretic
4,3,2,0,0,2e-06,0,inf
4,3,2,1,0,0,0,-nan
4,3,2,2,0,0,0,-nan
4,3,2,3,0,0,0,-nan
4,7,3,0,2e-08,0,5e-09,0
4,7,3,1,0,0,5e-09,0
4,7,3,2,0,0,5e-09,0
4,7,3,3,0,0,5e-09,0
4,15,4,0,7e-08,1e-06,2.75e-08,36.3636
4,15,4,1,1e-08,1e-06,3e-08,33.3333
4,15,4,2,0,1e-06,3e-08,33.3333
4,15,4,3,0,1e-06,3e-08,33.3333
4,31,5,0,1.07e-06,4e-06,3.275e-07,12.2137
4,31,5,1,9.8e-07,4e-06,5.725e-07,6.9869
4,31,5,2,9.3e-07,5e-06,8.05e-07,6.21118
4,31,5,3,9e-07,5e-06,1.03e-06,4.85437
4,63,6,0,3.11e-06,1.3e-05,2.8375e-06,4.5815
4,63,6,1,3.14e-06,1.4e-05,3.6225e-06,3.86473
4,63,6,2,3.03e-06,1.3e-05,4.38e-06,2.96804
4,63,6,3,3.29e-06,1e-05,5.2025e-06,1.92215
4,127,7,0,7.45e-06,3.4e-05,1.22675e-05,2.77155
4,127,7,1,7.41e-06,3.4e-05,1.412e-05,2.40793
4,127,7,2,7.37e-06,3.6e-05,1.59625e-05,2.25529
4,127,7,3,7.29e-06,3.6e-05,1.7785e-05,2.02418
4,255,8,0,1.574e-05,8.7e-05,3.9505e-05,2.20225
4,255,8,1,1.601e-05,8.5e-05,4.35075e-05,1.95369
4,255,8,2,1.621e-05,8.7e-05,4.756e-05,1.82927
4,255,8,3,1.591e-05,8.5e-05,5.15375e-05,1.64928
4,511,9,0,3.335e-05,0.000202,0.000111412,1.81308
4,511,9,1,3.355e-05,0.000203,0.0001198,1.69449
4,511,9,2,3.437e-05,0.000211,0.000128392,1.6434
4,511,9,3,3.401e-05,0.000207,0.000136895,1.51211
4,1023,10,0,6.912e-05,0.000445,0.00029107,1.52884
4,1023,10,1,6.872e-05,0.000477,0.00030825,1.54745
4,1023,10,2,6.93e-05,0.000482,0.000325575,1.48046
4,1023,10,3,6.89e-05,0.000478,0.0003428,1.3944
4,2047,11,0,0.00013633,0.001065,0.000719682,1.47982
4,2047,11,1,0.00013723,0.001088,0.00075399,1.44299
4,2047,11,2,0.00013904,0.0011,0.00078875,1.39461
4,2047,11,3,0.00013695,0.001107,0.000822987,1.3451
4,4095,12,0,0.00027814,0.002415,0.00171551,1.40774
4,4095,12,1,0.00028083,0.002464,0.00178572,1.37984
4,4095,12,2,0.00027915,0.002472,0.00185551,1.33225
4,4095,12,3,0.0002815,0.002481,0.00192588,1.28824
4,8191,13,0,0.00056056,0.005492,0.0039919,1.37579
4,8191,13,1,0.00055538,0.005479,0.00413075,1.3264
4,8191,13,2,0.00055638,0.005427,0.00426984,1.27101
4,8191,13,3,0.00055721,0.005503,0.00440914,1.24809
4,16383,14,0,0.00110729,0.012083,0.00909511,1.32852
4,16383,14,1,0.00112168,0.012046,0.00937553,1.28483
4,16383,14,2,0.00112007,0.012123,0.00965554,1.25555
4,16383,14,3,0.00112,0.012031,0.00993554,1.2109
4,32767,15,0,0.00224005,0.026321,0.0204311,1.28828
4,32767,15,1,0.00225403,0.026417,0.0209946,1.25828
4,32767,15,2,0.00226604,0.026391,0.0215611,1.22401
4,32767,15,3,0.00226105,0.026403,0.0221264,1.19328
4,65535,16,0,0.00453277,0.057407,0.045386,1.26486
4,65535,16,1,0.00449403,0.057194,0.0465095,1.22973
4,65535,16,2,0.00449893,0.057327,0.0476342,1.20348
4,65535,16,3,0.00454872,0.057231,0.0487714,1.17345
4,131071,17,0,0.00906731,0.124184,0.0998096,1.24421
4,131071,17,1,0.00905518,0.124161,0.102073,1.21639
4,131071,17,2,0.00909838,0.123894,0.104348,1.18732
4,131071,17,3,0.00911551,0.123199,0.106627,1.15542
4,262143,18,0,0.0182249,0.265554,0.21781,1.2192
4,262143,18,1,0.0181897,0.266214,0.222357,1.19723
4,262143,18,2,0.0183196,0.265261,0.226937,1.16887
4,262143,18,3,0.0183027,0.266404,0.231513,1.15071
4,524287,19,0,0.0373737,0.568037,0.472369,1.20253
4,524287,19,1,0.0373332,0.569864,0.481703,1.18302
4,524287,19,2,0.0374876,0.568539,0.491074,1.15775
4,524287,19,3,0.0374962,0.569944,0.500448,1.13887
4,1048575,20,0,0.0768948,1.2156,1.02012,1.19162
4,1048575,20,1,0.0768249,1.21577,1.03933,1.16977
4,1048575,20,2,0.0771495,1.21686,1.05861,1.14949
4,1048575,20,3,0.0772503,1.21719,1.07793,1.1292
4,2097151,21,0,0.155342,2.59133,2.19469,1.18073
4,2097151,21,1,0.156141,2.59166,2.23372,1.16024
4,2097151,21,2,0.156473,2.58783,2.27284,1.13858
4,2097151,21,3,0.156615,2.58102,2.312,1.11636
4,4194303,22,0,0.31589,5.49376,4.70297,1.16815
4,4194303,22,1,0.315762,5.49411,4.78191,1.14894
4,4194303,22,2,0.316823,5.46062,4.86111,1.12333
4,4194303,22,3,0.316728,5.49617,4.94029,1.11252
4,8388607,23,0,0.671488,11.6627,10.0485,1.16065
4,8388607,23,1,0.672304,11.656,10.2165,1.14089
4,8388607,23,2,0.673789,11.6754,10.385,1.12426
4,8388607,23,3,0.673734,11.6744,10.5534,1.10622
4,16777215,24,0,1.36031,24.7042,21.4469,1.15188
