NDIM,tree_dimension,power,axis,time_select,time_kdtree,theoretic_time_kdtree,ratio_real_theoretic
2,3,2,0,0,3e-06,0,inf
2,3,2,1,0,0,0,-nan
2,7,3,0,0,0,0,-nan
2,7,3,1,0,0,0,-nan
2,15,4,0,3e-08,1e-06,1.5e-08,66.6667
2,15,4,1,0,1e-06,1.5e-08,66.6667
2,31,5,0,8.6e-07,4e-06,4.6e-07,8.69565
2,31,5,1,8.2e-07,4e-06,8.7e-07,4.5977
2,63,6,0,2.75e-06,1.1e-05,3.115e-06,3.5313
2,63,6,1,2.61e-06,1.2e-05,4.42e-06,2.71493
2,127,7,0,6.25e-06,2.7e-05,1.1965e-05,2.25658
2,127,7,1,6.25e-06,3.1e-05,1.509e-05,2.05434
2,255,8,0,1.332e-05,7.1e-05,3.684e-05,1.92725
2,255,8,1,1.336e-05,7.8e-05,4.352e-05,1.79228
2,511,9,0,2.891e-05,0.000183,0.000101495,1.80304
2,511,9,1,2.815e-05,0.000181,0.00011557,1.56615
2,1023,10,0,5.748e-05,0.00042,0.00025988,1.61613
2,1023,10,1,5.741e-05,0.000424,0.000288585,1.46924
2,2047,11,0,0.00011846,0.000956,0.0006364,1.5022
2,2047,11,1,0.00011801,0.000908,0.000695405,1.30571
2,4095,12,0,0.00023477,0.002091,0.00150819,1.38643
2,4095,12,1,0.00023452,0.002118,0.00162545,1.30302
2,8191,13,0,0.00047393,0.004716,0.00348788,1.35211
2,8191,13,1,0.00047079,0.004738,0.00372327,1.27254
2,16383,14,0,0.00094482,0.010428,0.00791895,1.31684
2,16383,14,1,0.00093957,0.010404,0.00838874,1.24023
2,32767,15,0,0.0019213,0.023672,0.0177381,1.33453
2,32767,15,1,0.00192739,0.023441,0.0187018,1.25341
2,65535,16,0,0.0039344,0.050939,0.0393708,1.29383
2,65535,16,1,0.00395146,0.051518,0.0413466,1.246
2,131071,17,0,0.00794324,0.110986,0.0866647,1.28064
2,131071,17,1,0.00794012,0.110631,0.0906348,1.22062
2,262143,18,0,0.0158407,0.238128,0.18919,1.25867
2,262143,18,1,0.0158612,0.238131,0.197121,1.20805
2,524287,19,0,0.0316031,0.506709,0.410043,1.23575
2,524287,19,1,0.0318265,0.504513,0.425956,1.18443
2,1048575,20,0,0.0646926,1.07265,0.884258,1.21305
2,1048575,20,1,0.0646829,1.07866,0.9166,1.17681
2,2097151,21,0,0.131397,2.28435,1.8989,1.20299
2,2097151,21,1,0.1314,2.28329,1.9646,1.16222
2,4194303,22,0,0.263995,4.8279,4.06119,1.18879
2,4194303,22,1,0.263975,4.82939,4.19318,1.15173
2,8388607,23,0,0.551103,10.2045,8.66191,1.17809
2,8388607,23,1,0.551419,10.1915,8.93762,1.14029
2,16777215,24,0,1.10333,21.4968,18.4269,1.1666
2,16777215,24,1,1.10522,21.514,18.9795,1.13354
2,33554431,25,0,2.21064,45.1602,39.0644,1.15605
