pre.send,main.matrix,remain.matrix,total.comput,total
0.00769705,0.279866,0.0304529,0.310319,0.318016
0.00777128,0.253212,0.0292883,0.282501,0.290272
0.00780575,0.254007,0.0293488,0.283355,0.291161
0.00781067,0.253507,0.029324,0.282831,0.290641
0.00792515,0.258533,0.0296993,0.288232,0.296157
0.00782575,0.254113,0.0292851,0.283399,0.291224
0.00784015,0.254274,0.0293254,0.283599,0.291439
0.00781934,0.254735,0.0293336,0.284069,0.291888
0.00784224,0.255535,0.0294828,0.285018,0.29286
0.00724493,0.253304,0.0287505,0.282055,0.289299
