#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.77
2,1000,0.20,9.78
4,1000,0.19,20.76
8,1000,0.19,41.71
16,1000,0.19,83.57
32,1000,0.22,143.90
64,1000,0.22,287.28
128,1000,0.32,405.30
256,1000,0.33,771.59
512,1000,0.37,1399.82
1024,1000,0.50,2031.09
2048,1000,0.75,2738.37
4096,1000,1.12,3663.13
8192,1000,1.86,4410.54
16384,1000,2.93,5586.36
32768,1000,4.72,6946.26
65536,640,8.04,8149.51
131072,320,14.98,8747.88
262144,160,13.73,19094.01
524288,80,29.54,17749.37
1048576,40,65.28,16063.67
2097152,20,150.55,13929.58
4194304,10,319.46,13129.51
8388608,5,912.41,9193.93
16777216,2,2311.32,7258.73
33554432,1,5206.66,6444.52
67108864,1,10467.22,6411.34
134217728,1,20851.31,6436.90
268435456,1,41650.89,6444.89
