#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.19,5.14
2,1000,0.19,10.76
4,1000,0.19,21.49
8,1000,0.19,43.02
16,1000,0.19,85.23
32,1000,0.22,144.85
64,1000,0.22,291.17
128,1000,0.31,414.06
256,1000,0.33,779.32
512,1000,0.38,1349.38
1024,1000,0.49,2088.29
2048,1000,0.74,2758.54
4096,1000,1.11,3681.96
8192,1000,1.85,4428.53
16384,1000,2.93,5597.32
32768,1000,4.72,6946.55
65536,640,8.03,8158.67
131072,320,14.44,9079.22
262144,160,12.60,20809.72
524288,80,23.99,21855.20
1048576,40,58.86,17814.29
2097152,20,137.56,15245.10
4194304,10,315.40,13298.36
8388608,5,886.61,9461.39
16777216,2,2307.13,7271.91
33554432,1,5211.92,6438.02
67108864,1,10477.60,6404.99
134217728,1,20893.82,6423.80
268435456,1,41704.69,6436.58
