#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.21,4.83
2,1000,0.19,10.27
4,1000,0.20,20.07
8,1000,0.20,40.10
16,1000,0.19,85.17
32,1000,0.22,146.91
64,1000,0.22,295.50
128,1000,0.30,420.10
256,1000,0.32,789.37
512,1000,0.38,1363.13
1024,1000,0.50,2040.06
2048,1000,0.74,2752.61
4096,1000,1.11,3676.13
8192,1000,1.95,4190.75
16384,1000,3.15,5201.00
32768,1000,4.99,6566.76
65536,640,8.52,7695.59
131072,320,15.00,8738.68
262144,160,13.74,19081.09
524288,80,26.06,20121.96
1048576,40,62.79,16698.84
2097152,20,142.83,14683.12
4194304,10,321.65,13040.05
8388608,5,883.04,9499.71
16777216,2,2305.62,7276.67
33554432,1,5201.84,6450.50
67108864,1,10435.30,6430.95
134217728,1,20824.59,6445.16
268435456,1,41661.45,6443.26
