#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.90
2,1000,0.20,10.05
4,1000,0.20,20.14
8,1000,0.20,40.11
16,1000,0.19,85.97
32,1000,0.22,147.28
64,1000,0.21,297.78
128,1000,0.32,404.94
256,1000,0.33,766.60
512,1000,0.37,1385.58
1024,1000,0.49,2080.56
2048,1000,0.74,2769.04
4096,1000,1.11,3678.35
8192,1000,1.85,4420.56
16384,1000,2.93,5593.04
32768,1000,4.71,6954.17
65536,640,8.03,8162.39
131072,320,14.49,9046.59
262144,160,12.64,20741.48
524288,80,23.03,22766.96
1048576,40,56.54,18546.68
2097152,20,136.65,15346.85
4194304,10,328.22,12778.86
8388608,5,899.64,9324.36
16777216,2,2322.53,7223.68
33554432,1,5223.76,6423.43
67108864,1,10523.69,6376.93
134217728,1,20888.62,6425.40
268435456,1,41648.76,6445.22
