#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.80
2,1000,0.19,10.55
4,1000,0.19,21.05
8,1000,0.19,41.50
16,1000,0.19,82.26
32,1000,0.22,144.24
64,1000,0.22,289.70
128,1000,0.31,409.26
256,1000,0.33,771.79
512,1000,0.39,1324.72
1024,1000,0.50,2044.92
2048,1000,0.74,2762.25
4096,1000,1.11,3688.69
8192,1000,1.85,4416.79
16384,1000,2.94,5580.68
32768,1000,4.97,6594.11
65536,640,8.48,7728.40
131072,320,15.01,8734.00
262144,160,13.76,19053.22
524288,80,26.33,19910.92
1048576,40,59.85,17521.13
2097152,20,142.56,14710.84
4194304,10,328.40,12771.85
8388608,5,895.59,9366.62
16777216,2,2288.20,7332.06
33554432,1,5212.75,6437.00
67108864,1,10433.79,6431.88
134217728,1,20873.24,6430.13
268435456,1,41642.37,6446.21
