#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,5.05
2,1000,0.20,10.00
4,1000,0.20,20.28
8,1000,0.20,40.06
16,1000,0.19,85.10
32,1000,0.22,146.85
64,1000,0.22,294.14
128,1000,0.31,411.51
256,1000,0.33,782.20
512,1000,0.37,1373.69
1024,1000,0.50,2055.20
2048,1000,0.74,2780.63
4096,1000,1.11,3686.71
8192,1000,1.87,4375.74
16384,1000,2.96,5527.06
32768,1000,4.83,6789.14
65536,640,8.13,8064.55
131072,320,14.83,8838.80
262144,160,13.44,19507.89
524288,80,25.18,20822.75
1048576,40,59.22,17705.89
2097152,20,138.47,15144.82
4194304,10,308.35,13602.31
8388608,5,896.83,9353.62
16777216,2,2294.33,7312.48
33554432,1,5193.39,6460.99
67108864,1,10369.13,6471.98
134217728,1,20857.63,6434.95
268435456,1,41613.25,6450.72
