#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.84
2,1000,0.20,9.85
4,1000,0.20,19.96
8,1000,0.20,39.53
16,1000,0.19,83.47
32,1000,0.22,144.70
64,1000,0.22,290.21
128,1000,0.31,416.16
256,1000,0.33,767.44
512,1000,0.38,1364.80
1024,1000,0.49,2068.90
2048,1000,0.74,2758.26
4096,1000,1.12,3669.05
8192,1000,1.86,4411.03
16384,1000,2.93,5582.67
32768,1000,4.72,6944.02
65536,640,8.03,8160.54
131072,320,14.43,9082.28
262144,160,12.59,20814.50
524288,80,23.95,21894.16
1048576,40,61.92,16933.17
2097152,20,142.22,14745.57
4194304,10,324.51,12924.99
8388608,5,897.66,9344.99
16777216,2,2327.17,7209.28
33554432,1,5216.63,6432.20
67108864,1,10487.94,6398.67
134217728,1,20813.72,6448.52
268435456,1,41643.47,6446.04
