pre.send,main.matrix,remain.matrix,total.comput,total
0.00780478,0.255269,0.0284077,0.283677,0.291482
0.007772,0.255437,0.0283678,0.283805,0.291577
0.00783416,0.255095,0.0283824,0.283477,0.291311
0.00783018,0.2582,0.0285955,0.286796,0.294626
0.00780311,0.254713,0.0284174,0.28313,0.290933
0.0071983,0.254743,0.027852,0.282595,0.289793
0.0074926,0.254722,0.0280607,0.282783,0.290276
0.00779242,0.253464,0.0282912,0.281755,0.289548
0.0077802,0.254022,0.0285238,0.282546,0.290326
0.00796434,0.260667,0.0289967,0.289664,0.297628
