pre.send,main.matrix,remain.matrix,total.comput,total
0.00776219,0.321989,0.0290791,0.351068,0.35883
0.00788126,0.331046,0.0297243,0.360771,0.368652
0.00791026,0.328097,0.0295901,0.357687,0.365597
0.00781618,0.324749,0.0291456,0.353894,0.361711
0.00727276,0.325433,0.0286597,0.354093,0.361366
0.00736242,0.327905,0.0290096,0.356915,0.364277
0.00782236,0.324636,0.0294391,0.354075,0.361897
0.00782737,0.323364,0.0293155,0.352679,0.360507
0.00780495,0.323624,0.0291408,0.352765,0.36057
0.0077878,0.32357,0.0292326,0.352803,0.360591
