pre.send,main.matrix,remain.matrix,total.comput,total
0.0077274,0.192147,0.00772769,0.199874,0.207602
0.00829591,0.190372,0.00829619,0.198668,0.206964
0.00830736,0.192748,0.00830771,0.201055,0.209363
0.00829037,0.191015,0.00829078,0.199305,0.207596
0.00769487,0.191814,0.00769516,0.199509,0.207204
0.00826779,0.197715,0.00826811,0.205983,0.214251
0.00817902,0.19164,0.00817947,0.199819,0.207998
0.00770191,0.19164,0.00770223,0.199343,0.207044
0.00764591,0.190314,0.00764611,0.197961,0.205606
0.00827121,0.193765,0.00827154,0.202037,0.210308
