pre.send,main.matrix,remain.matrix,total.comput,total
0.0107271,0.201449,0.0133052,0.214754,0.225481
0.0108469,0.204375,0.0134647,0.217839,0.228686
0.0107689,0.203459,0.0133788,0.216838,0.227607
0.0107137,0.201373,0.0132983,0.214671,0.225385
0.0106951,0.201527,0.0132879,0.214815,0.22551
0.0107133,0.20097,0.0133578,0.214328,0.225041
0.0107792,0.204182,0.0147779,0.21896,0.229739
0.0106811,0.203949,0.0132868,0.217236,0.227917
0.0107771,0.205652,0.0133834,0.219035,0.229813
0.0107423,0.201653,0.0133483,0.215001,0.225743
