#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,4.92
2,1000,0.19,10.69
4,1000,0.19,21.40
8,1000,0.19,42.63
16,1000,0.19,84.20
32,1000,0.23,140.81
64,1000,0.22,287.90
128,1000,0.30,423.57
256,1000,0.34,750.89
512,1000,0.39,1297.04
1024,1000,0.50,2054.55
2048,1000,0.75,2745.77
4096,1000,1.11,3678.73
8192,1000,1.85,4422.43
16384,1000,2.94,5579.38
32768,1000,4.70,6971.61
65536,640,8.01,8182.13
131072,320,14.46,9063.19
262144,160,12.62,20774.30
524288,80,27.57,19013.49
1048576,40,57.94,18096.67
2097152,20,150.72,13914.59
4194304,10,320.74,13077.13
8388608,5,877.24,9562.48
16777216,2,2288.00,7332.69
33554432,1,5289.36,6343.76
67108864,1,10436.91,6429.96
134217728,1,20874.73,6429.67
268435456,1,41880.24,6409.60
