#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,5.09
2,1000,0.18,10.89
4,1000,0.18,21.68
8,1000,0.19,43.22
16,1000,0.19,86.11
32,1000,0.22,142.41
64,1000,0.22,286.26
128,1000,0.31,413.00
256,1000,0.33,769.88
512,1000,0.38,1331.99
1024,1000,0.50,2053.43
2048,1000,0.75,2747.54
4096,1000,1.11,3680.76
8192,1000,1.85,4422.99
16384,1000,2.94,5574.04
32768,1000,4.72,6940.21
65536,640,8.03,8160.84
131072,320,14.43,9080.75
262144,160,12.65,20719.70
524288,80,22.47,23337.57
1048576,40,52.07,20138.63
2097152,20,139.47,15037.07
4194304,10,308.82,13581.85
8388608,5,874.33,9594.30
16777216,2,2298.03,7300.70
33554432,1,5226.61,6419.93
67108864,1,10449.48,6422.22
134217728,1,20922.08,6415.12
268435456,1,41798.89,6422.07
