#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.23,4.43
2,1000,0.21,9.42
4,1000,0.20,19.73
8,1000,0.19,41.39
16,1000,0.19,82.86
32,1000,0.22,144.54
64,1000,0.22,290.78
128,1000,0.31,419.30
256,1000,0.32,788.09
512,1000,0.39,1328.37
1024,1000,0.49,2082.57
2048,1000,0.74,2755.12
4096,1000,1.11,3677.15
8192,1000,1.85,4419.81
16384,1000,2.94,5573.95
32768,1000,4.72,6936.15
65536,640,8.03,8158.85
131072,320,14.46,9066.85
262144,160,12.58,20834.91
524288,80,22.28,23530.17
1048576,40,51.33,20428.78
2097152,20,139.34,15050.84
4194304,10,308.97,13575.06
8388608,5,877.54,9559.23
16777216,2,2280.70,7356.16
33554432,1,5241.41,6401.80
67108864,1,10411.74,6445.50
134217728,1,20879.96,6428.07
268435456,1,41609.14,6451.36
