#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.20,5.08
2,1000,0.19,10.74
4,1000,0.19,20.95
8,1000,0.19,42.57
16,1000,0.19,86.16
32,1000,0.22,144.50
64,1000,0.22,293.17
128,1000,0.31,413.70
256,1000,0.35,741.52
512,1000,0.40,1291.25
1024,1000,0.50,2053.04
2048,1000,0.74,2762.76
4096,1000,1.12,3660.22
8192,1000,1.86,4406.87
16384,1000,2.94,5564.40
32768,1000,4.97,6592.27
65536,640,8.48,7724.60
131072,320,14.97,8756.76
262144,160,15.29,17141.30
524288,80,27.94,18763.78
1048576,40,58.79,17835.81
2097152,20,149.89,13990.99
4194304,10,302.21,13879.00
8388608,5,872.69,9612.41
16777216,2,2286.64,7337.06
33554432,1,5227.48,6418.85
67108864,1,10450.19,6421.79
134217728,1,20895.21,6423.37
268435456,1,41716.88,6434.70
