pre.send,main.matrix,remain.matrix,total.comput,total
0.00833241,0.196692,0.00833269,0.205025,0.213357
0.00778446,0.195777,0.00778474,0.203562,0.211346
0.00771486,0.195265,0.00771506,0.20298,0.210695
0.00825874,0.193464,0.00825896,0.201723,0.209982
0.00777759,0.202259,0.00777788,0.210037,0.217814
0.00778352,0.19572,0.00778389,0.203503,0.211287
0.00822571,0.193857,0.00822609,0.202083,0.210309
0.00776168,0.196447,0.00776199,0.204209,0.211971
0.00764445,0.192966,0.00764475,0.200611,0.208255
0.00825788,0.193478,0.00825818,0.201737,0.209994
