pre.send,main.matrix,remain.matrix,total.comput,total
0.00784378,0.15175,0.0147471,0.166497,0.174341
0.00782852,0.15169,0.0146966,0.166387,0.174215
0.00789825,0.15356,0.0148123,0.168373,0.176271
0.00787349,0.158199,0.0174266,0.175626,0.183499
0.00776876,0.150928,0.0146229,0.165551,0.17332
0.00726986,0.153084,0.0142459,0.16733,0.1746
0.00716493,0.150922,0.0140028,0.164925,0.17209
0.00838571,0.153145,0.0152376,0.168382,0.176768
0.00784219,0.152683,0.0146582,0.167341,0.175183
0.00780363,0.150963,0.0146775,0.165641,0.173444
