pre.send,main.matrix,remain.matrix,total.comput,total
0.00819783,0.180749,0.0102909,0.19104,0.199238
0.00756214,0.181525,0.00963966,0.191165,0.198727
0.00824113,0.182496,0.0103548,0.192851,0.201092
0.00822992,0.181373,0.0103154,0.191688,0.199918
0.00763362,0.181814,0.0097379,0.191552,0.199185
0.00763631,0.181199,0.00974201,0.190941,0.198577
0.00766631,0.184775,0.00977969,0.194555,0.202221
0.00763832,0.181883,0.00974844,0.191631,0.19927
0.00763635,0.183028,0.00976937,0.192797,0.200434
0.00762425,0.181869,0.00972625,0.191595,0.19922
