pre.send,main.matrix,remain.matrix,total.comput,total
0.00816245,0.16615,0.0100888,0.176239,0.184401
0.00755662,0.165411,0.00941133,0.174822,0.182379
0.00753931,0.167299,0.00942345,0.176723,0.184262
0.00814308,0.166349,0.0100399,0.176388,0.184532
0.0075468,0.164685,0.00944327,0.174128,0.181675
0.0075362,0.165914,0.00939514,0.175309,0.182846
0.00754108,0.165305,0.00945708,0.174763,0.182304
0.00761285,0.166816,0.00954867,0.176365,0.183978
0.0082515,0.166365,0.010138,0.176503,0.184755
0.00751805,0.165813,0.00937952,0.175192,0.18271
