pre.send,main.matrix,remain.matrix,total.comput,total
0.00782995,0.154654,0.0164703,0.171125,0.178955
0.00781123,0.155081,0.0164468,0.171527,0.179339
0.0078193,0.153454,0.0164756,0.16993,0.177749
0.00780592,0.155382,0.0164471,0.171829,0.179635
0.00781254,0.154425,0.0164498,0.170874,0.178687
0.00773131,0.153041,0.0163311,0.169372,0.177103
0.0078219,0.153422,0.0165019,0.169924,0.177746
0.00727827,0.154456,0.0160272,0.170483,0.177762
0.00778315,0.155042,0.0164677,0.17151,0.179293
0.00734433,0.15522,0.0161184,0.171339,0.178683
