pre.send,main.matrix,remain.matrix,total.comput,total
0.00711151,0.189265,0.0217321,0.210997,0.218108
0.0141922,0.192003,0.0289104,0.220913,0.235105
0.007707,0.194857,0.0223076,0.217165,0.224872
0.0076723,0.190315,0.0223432,0.212658,0.220331
0.00771159,0.192221,0.0290637,0.221284,0.228996
0.00772506,0.191184,0.0223473,0.213531,0.221256
0.00768997,0.189927,0.0223128,0.21224,0.21993
0.00770987,0.190492,0.0223294,0.212821,0.220531
0.00781987,0.192277,0.0226022,0.21488,0.222699
0.00772185,0.19083,0.022442,0.213272,0.220994
