pre.send,main.matrix,remain.matrix,total.comput,total
0.00815166,0.192921,0.0109783,0.2039,0.212051
0.0076563,0.194452,0.01056,0.205012,0.212669
0.00811571,0.192445,0.0109413,0.203386,0.211502
0.00759066,0.193908,0.0104436,0.204351,0.211942
0.00809272,0.192495,0.0109237,0.203419,0.211511
0.00819244,0.201844,0.0178857,0.21973,0.227922
0.00865563,0.192603,0.0114846,0.204088,0.212743
0.00765502,0.194196,0.0106603,0.204857,0.212512
0.00754877,0.192607,0.010385,0.202992,0.210541
0.00767748,0.195482,0.0105421,0.206025,0.213702
