pre.send,main.matrix,remain.matrix,total.comput,total
0.00792572,0.169876,0.0168095,0.186685,0.194611
0.00776854,0.168285,0.0164208,0.184706,0.192475
0.00781818,0.167638,0.0164215,0.184059,0.191878
0.00734246,0.168003,0.0159645,0.183967,0.191309
0.00726025,0.168198,0.0159501,0.184148,0.191408
0.0078552,0.167651,0.0165458,0.184197,0.192052
0.00775399,0.166357,0.016512,0.182869,0.190623
0.00810125,0.170381,0.0167093,0.18709,0.195191
0.00785483,0.168504,0.0165004,0.185005,0.192859
0.00781087,0.168345,0.0163961,0.184741,0.192552
