numproc,exec-time,init-time
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
I,am,process,17,and,i,have,received,18,messages.My,final,messages,have,tag,170,and,left-value,-153,right-value,153
