numproc,exec-time,init-time
21,3.64466e-05,1.53e-07
21,3.78657e-05,1.33e-07
21,3.62829e-05,1.93e-07
21,3.76285e-05,1.41e-07
21,3.61574e-05,1.34e-07
21,3.78003e-05,1.42e-07
21,3.75979e-05,1.44e-07
21,3.63672e-05,1.02e-07
21,3.61322e-05,1e-07
21,3.71113e-05,1.39e-07
