1,2,3,4,5,6,7,8,9,10,11,12,13,14
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93207855600,1.93207855600,1.88712643000,1.88712643000,Residual,3009999.99766,MLUPs,111.796696531
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92968993400,1.92968993400,1.88677928200,1.88677928200,Residual,500000.000003,MLUPs,111.935081483
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92945198200,1.92945198200,1.88658686300,1.88658686300,Residual,106481.481438,MLUPs,111.948886013
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92960029700,1.92960029700,1.88666820500,1.88666820500,Residual,31635.8024620,MLUPs,111.940281278
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92945926600,1.92945926600,1.88660314000,1.88660314000,Residual,12956.5329228,MLUPs,111.948463389
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92957761500,1.92957761500,1.88667097300,1.88667097300,Residual,6675.53377539,MLUPs,111.941597125
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92946926700,1.92946926700,1.88664449000,1.88664449000,Residual,3973.49972132,MLUPs,111.947883127
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92958356500,1.92958356500,1.88664542700,1.88664542700,Residual,2594.56074726,MLUPs,111.941251946
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92956443100,1.92956443100,1.88674047000,1.88674047000,Residual,1805.56582556,MLUPs,111.942361981
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.92965198500,1.92965198500,1.88678812300,1.88678812300,Residual,1316.54746751,MLUPs,111.937282826
