pre.send,main.matrix,remain.matrix,total.comput,total
0.00824788,0.244033,0.0144243,0.258458,0.266706
0.00752669,0.239855,0.0137101,0.253565,0.261092
0.00871148,0.240462,0.0148884,0.25535,0.264062
0.00816777,0.240241,0.0142116,0.254453,0.26262
0.00827268,0.244942,0.0142729,0.259215,0.267488
0.00813071,0.241045,0.0141803,0.255225,0.263356
0.0081368,0.241546,0.0141931,0.255739,0.263876
0.00826378,0.24177,0.0144345,0.256205,0.264469
0.00757092,0.241417,0.0138116,0.255229,0.2628
0.00757399,0.241724,0.0136987,0.255423,0.262997
