NDIM,tree_dimension,power,axis,time_select,time_kdtree,theoretic_time_kdtree,ratio_real_theoretic
4,4194303,22,0,0.330381,0,0.0825952,0
4,4194303,22,1,0.327947,0,0.164582,0
4,4194303,22,2,0.329383,0,0.246928,0
4,4194303,22,3,0.330298,5.43488,0.329502,16.4942
4,8388607,23,0,0.656098,0,0.823029,0
4,8388607,23,1,0.648543,0,0.985165,0
4,8388607,23,2,0.663918,0,1.15114,0
4,8388607,23,3,0.645242,11.495,1.31245,8.75839
4,16777215,24,0,1.32317,0,2.9557,0
4,16777215,24,1,1.32626,0,3.28727,0
4,16777215,24,2,1.33337,0,3.62061,0
4,16777215,24,3,1.33888,24.3577,3.95533,6.15819
4,33554431,25,0,2.67892,0,8.58038,0
4,33554431,25,1,2.69202,0,9.25339,0
4,33554431,25,2,2.71191,0,9.93137,0
4,33554431,25,3,2.72176,51.2923,10.6118,4.83351
4,67108863,26,0,5.40913,0,22.5759,0
4,67108863,26,1,5.41189,0,23.9289,0
4,67108863,26,2,5.45499,0,25.2926,0
4,67108863,26,3,5.43614,107.936,26.6517,4.04987
4,134217727,27,0,10.8657,0,56.0197,0
4,134217727,27,1,10.8875,0,58.7416,0
4,134217727,27,2,10.8833,0,61.4624,0
4,134217727,27,3,10.8494,226.087,64.1748,3.52299
4,268435455,28,0,21.8673,0,133.816,0
4,268435455,28,1,21.7872,0,139.263,0
4,268435455,28,2,21.9512,0,144.751,0
4,268435455,28,3,21.9801,474.528,150.246,3.15834
4,536870911,29,0,44.103,0,311.518,0
4,536870911,29,1,43.9047,0,322.494,0
4,536870911,29,2,44.4506,0,333.607,0
4,536870911,29,3,44.4482,994.12,344.719,2.88386
4,1073741823,30,0,88.3583,0,711.527,0
4,1073741823,30,1,88.2922,0,733.6,0
4,1073741823,30,2,88.6569,0,755.764,0
4,1073741823,30,3,88.0982,2064.1,777.789,2.65381
4,2147483647,31,0,190.188,0,1603.12,0
4,2147483647,31,1,189.584,0,1650.52,0
4,2147483647,31,2,189.665,0,1697.94,0
