numproc,exec-time,init-time
24,3.46549e-05,1.07e-07
24,3.47392e-05,1.23e-07
24,3.46493e-05,1.36e-07
24,3.46257e-05,1.06e-07
24,3.47368e-05,9.8e-08
24,3.47459e-05,1.38e-07
24,3.45978e-05,9.4e-08
24,3.46555e-05,1.47e-07
24,3.46141e-05,2.04e-07
24,3.46522e-05,1.15e-07
