numproc,exec-time,init-time
63,8.40712e-05,1.51e-07
63,8.1844e-05,1.45e-07
63,8.30241e-05,1.44e-07
63,8.16568e-05,1.39e-07
63,8.16363e-05,1.51e-07
63,8.37821e-05,1.01e-07
63,8.24653e-05,1.44e-07
63,8.16391e-05,1.1e-07
63,8.32179e-05,1.34e-07
63,8.22681e-05,1.04e-07
