pre.send,main.matrix,remain.matrix,total.comput,total
0.00789637,0.175637,0.0167454,0.192382,0.200278
0.00778499,0.17382,0.016413,0.190233,0.198018
0.00792112,0.177208,0.0167005,0.193909,0.20183
0.00774334,0.175124,0.016478,0.191602,0.199345
0.00780498,0.173965,0.0164991,0.190464,0.198269
0.0078775,0.177484,0.0166628,0.194147,0.202024
0.00782292,0.178058,0.0165191,0.194577,0.2024
0.00777817,0.173657,0.0163522,0.190009,0.197787
0.00773583,0.176647,0.0164591,0.193106,0.200842
0.00774282,0.174632,0.0164973,0.191129,0.198872
