numproc,exec-time,init-time
I,am,process,69,and,i,have,received,72,messages.My,final,messages,have,tag,690,and,left-value,-2556,right-value,2556
I,am,process,69,and,i,have,received,72,messages.My,final,messages,have,tag,690,and,left-value,-2556,right-value,2556
I,am,process,9,and,i,have,received,72,messages.My,final,messages,have,tag,90,and,left-value,-2556,right-value,2556
I,am,process,3,and,i,have,received,72,messages.My,final,messages,have,tag,30,and,left-value,-2556,right-value,2556
I,am,process,71,and,i,have,received,72,messages.My,final,messages,have,tag,710,and,left-value,-2556,right-value,2556
I,am,process,71,and,i,have,received,72,messages.My,final,messages,have,tag,710,and,left-value,-2556,right-value,2556
I,am,process,71,and,i,have,received,72,messages.My,final,messages,have,tag,710,and,left-value,-2556,right-value,2556
I,am,process,69,and,i,have,received,72,messages.My,final,messages,have,tag,690,and,left-value,-2556,right-value,2556
I,am,process,71,and,i,have,received,72,messages.My,final,messages,have,tag,710,and,left-value,-2556,right-value,2556
I,am,process,69,and,i,have,received,72,messages.My,final,messages,have,tag,690,and,left-value,-2556,right-value,2556
