pre.send,main.matrix,remain.matrix,total.comput,total
0.00820879,0.222375,0.0251466,0.247522,0.255731
0.00819356,0.223375,0.0250778,0.248453,0.256646
0.0081732,0.222505,0.0250304,0.247535,0.255708
0.00756949,0.222137,0.02432,0.246457,0.254027
0.00812728,0.220581,0.0310919,0.251673,0.2598
0.00757623,0.221087,0.0244291,0.245516,0.253092
0.00825784,0.222916,0.0253007,0.248217,0.256475
0.00813276,0.219682,0.0248694,0.244551,0.252684
0.00765258,0.222525,0.0245316,0.247057,0.254709
0.00807986,0.21956,0.0249021,0.244462,0.252542
