#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.39,2.54
2,1000,0.39,5.07
4,1000,0.40,10.08
8,1000,0.39,20.43
16,1000,0.39,40.63
32,1000,0.57,56.01
64,1000,0.56,113.39
128,1000,0.91,140.24
256,1000,0.96,266.62
512,1000,1.13,453.81
1024,1000,1.28,800.92
2048,1000,2.12,966.65
4096,1000,3.03,1353.63
8192,1000,4.84,1692.77
16384,1000,7.90,2074.42
32768,1000,13.85,2366.39
65536,640,25.72,2547.95
131072,320,46.19,2837.74
262144,160,14.58,17981.30
524288,80,25.67,20421.21
1048576,40,56.00,18723.97
2097152,20,144.35,14527.88
4194304,10,296.46,14147.95
8388608,5,618.63,13560.03
16777216,2,1926.79,8707.33
33554432,1,5621.95,5968.47
67108864,1,11920.98,5629.47
134217728,1,23743.29,5652.87
268435456,1,48260.65,5562.20
