#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.39,2.56
2,1000,0.39,5.08
4,1000,0.39,10.15
8,1000,0.40,20.15
16,1000,0.40,40.43
32,1000,0.56,57.03
64,1000,0.55,115.69
128,1000,0.90,142.36
256,1000,0.93,274.62
512,1000,1.11,462.77
1024,1000,1.28,799.23
2048,1000,2.09,978.94
4096,1000,2.98,1372.45
8192,1000,4.77,1717.68
16384,1000,7.14,2293.88
32768,1000,13.32,2459.64
65536,640,25.01,2620.50
131072,320,46.53,2817.07
262144,160,14.00,18719.28
524288,80,24.54,21367.24
1048576,40,51.57,20334.33
2097152,20,138.62,15129.14
4194304,10,292.59,14335.28
8388608,5,611.70,13713.61
16777216,2,1913.05,8769.89
33554432,1,5598.50,5993.47
67108864,1,11851.73,5662.37
134217728,1,23715.73,5659.44
268435456,1,47266.95,5679.14
