#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.40,2.52
2,1000,0.40,5.01
4,1000,0.39,10.13
8,1000,0.40,20.08
16,1000,0.40,40.17
32,1000,0.56,57.32
64,1000,0.56,113.53
128,1000,0.89,144.32
256,1000,0.93,275.37
512,1000,1.12,456.41
1024,1000,1.33,772.67
2048,1000,2.10,976.80
4096,1000,2.99,1371.58
8192,1000,4.84,1693.47
16384,1000,7.24,2264.24
32768,1000,13.00,2519.93
65536,640,24.29,2697.94
131072,320,45.75,2865.06
262144,160,13.15,19928.36
524288,80,25.29,20729.93
1048576,40,54.46,19253.33
2097152,20,143.60,14604.58
4194304,10,295.67,14185.95
8388608,5,609.70,13758.55
16777216,2,1910.73,8780.51
33554432,1,5544.95,6051.35
67108864,1,11869.97,5653.67
134217728,1,23726.69,5656.82
268435456,1,47372.57,5666.47
