#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.39,0.00
1,1000,0.39,2.53
2,1000,0.40,5.06
4,1000,0.39,10.18
8,1000,0.41,19.52
16,1000,0.40,40.41
32,1000,0.56,57.11
64,1000,0.57,112.38
128,1000,0.90,142.11
256,1000,0.95,269.94
512,1000,1.16,441.42
1024,1000,1.37,747.38
2048,1000,2.10,977.41
4096,1000,3.00,1364.33
8192,1000,4.84,1693.85
16384,1000,7.27,2254.48
32768,1000,13.05,2510.70
65536,640,23.97,2733.92
131072,320,45.56,2876.64
262144,160,14.35,18266.11
524288,80,25.57,20504.72
1048576,40,55.39,18929.37
2097152,20,147.21,14245.51
4194304,10,298.96,14029.83
8388608,5,617.85,13577.17
16777216,2,1918.08,8746.90
33554432,1,5641.45,5947.84
67108864,1,11892.21,5643.09
134217728,1,23785.19,5642.91
268435456,1,47597.99,5639.64
