#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.50
2,1000,0.41,4.93
4,1000,0.39,10.19
8,1000,0.40,19.79
16,1000,0.40,40.07
32,1000,0.56,57.36
64,1000,0.57,112.51
128,1000,0.88,145.95
256,1000,0.96,265.88
512,1000,1.13,451.39
1024,1000,1.30,788.17
2048,1000,2.11,972.01
4096,1000,3.02,1357.83
8192,1000,4.84,1694.04
16384,1000,7.29,2246.01
32768,1000,13.04,2513.35
65536,640,23.97,2733.91
131072,320,45.41,2886.64
262144,160,13.20,19859.92
524288,80,22.96,22830.23
1048576,40,53.58,19569.49
2097152,20,143.98,14565.58
4194304,10,306.06,13704.41
8388608,5,619.16,13548.33
16777216,2,1904.90,8807.38
33554432,1,5591.76,6000.69
67108864,1,11983.97,5599.89
134217728,1,23937.70,5606.96
268435456,1,47851.59,5609.75
