#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.39,0.00
1,1000,0.40,2.51
2,1000,0.40,5.06
4,1000,0.40,10.06
8,1000,0.41,19.55
16,1000,0.40,40.28
32,1000,0.56,56.81
64,1000,0.56,113.89
128,1000,0.92,139.56
256,1000,0.95,270.31
512,1000,1.13,451.74
1024,1000,1.34,765.37
2048,1000,2.11,971.36
4096,1000,3.00,1364.56
8192,1000,4.84,1693.85
16384,1000,7.24,2262.74
32768,1000,13.66,2399.55
65536,640,25.70,2549.84
131072,320,48.22,2718.47
262144,160,14.89,17601.05
524288,80,26.14,20057.85
1048576,40,57.85,18126.35
2097152,20,146.43,14321.40
4194304,10,303.90,13801.72
8388608,5,619.16,13548.29
16777216,2,1957.70,8569.86
33554432,1,5672.08,5915.71
67108864,1,12229.95,5487.26
134217728,1,23983.01,5596.37
268435456,1,48523.79,5532.04
