#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.48
2,1000,0.40,5.02
4,1000,0.40,10.05
8,1000,0.40,20.18
16,1000,0.40,40.18
32,1000,0.56,56.71
64,1000,0.56,114.21
128,1000,0.86,149.57
256,1000,0.93,276.67
512,1000,1.12,457.66
1024,1000,1.33,771.04
2048,1000,2.10,976.88
4096,1000,3.00,1364.27
8192,1000,4.82,1698.17
16384,1000,7.24,2261.87
32768,1000,13.01,2517.93
65536,640,24.18,2710.12
131072,320,45.48,2881.82
262144,160,13.20,19862.49
524288,80,22.96,22834.17
1048576,40,55.43,18916.17
2097152,20,144.55,14508.07
4194304,10,289.56,14485.11
8388608,5,605.11,13862.95
16777216,2,1905.08,8806.58
33554432,1,5614.43,5976.46
67108864,1,11859.08,5658.86
134217728,1,23725.68,5657.07
268435456,1,47403.65,5662.76
