#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,1.01,0.99
2,1000,1.01,1.98
4,1000,1.00,3.98
8,1000,1.00,8.03
16,1000,1.00,15.99
32,1000,1.01,31.56
64,1000,1.15,55.76
128,1000,1.20,107.11
256,1000,1.44,178.21
512,1000,1.51,339.61
1024,1000,1.66,616.70
2048,1000,2.33,880.73
4096,1000,3.17,1292.39
8192,1000,4.46,1838.29
16384,1000,6.25,2623.51
32768,1000,8.53,3840.95
65536,640,12.33,5316.58
131072,320,18.51,7082.71
262144,160,32.60,8041.56
524288,80,54.26,9662.20
1048576,40,98.84,10608.41
2097152,20,182.44,11495.09
4194304,10,352.77,11889.67
8388608,5,692.93,12106.03
16777216,2,1380.33,12154.54
33554432,1,2759.28,12160.60
67108864,1,5520.86,12155.50
134217728,1,11037.83,12159.80
268435456,1,22073.09,12161.21
