#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.99,1.01
2,1000,1.01,1.99
4,1000,1.00,4.00
8,1000,1.00,8.02
16,1000,1.00,16.03
32,1000,1.02,31.52
64,1000,1.15,55.78
128,1000,1.19,107.23
256,1000,1.44,177.95
512,1000,1.51,339.20
1024,1000,1.66,615.16
2048,1000,2.33,878.75
4096,1000,3.18,1289.40
8192,1000,4.44,1843.60
16384,1000,6.23,2627.85
32768,1000,8.39,3905.16
65536,640,12.21,5365.46
131072,320,18.36,7138.37
262144,160,32.56,8051.28
524288,80,57.54,9111.82
1048576,40,97.91,10709.48
2097152,20,182.36,11500.02
4194304,10,352.64,11894.11
8388608,5,692.06,12121.14
16777216,2,1382.95,12131.47
33554432,1,2758.04,12166.04
67108864,1,5532.04,12130.95
134217728,1,11033.09,12165.02
268435456,1,22072.34,12161.62
